"chromosome"	"start.pos"	"end.pos"	"Bf"	"N.BAF"	"sd.BAF"	"depth.ratio"	"N.ratio"	"sd.ratio"	"CNt"	"A"	"B"	"LPP"
"chr11"	126294261	134927578	0.394602349853427	152	0.0712924156614642	1.27387126050332	17581	0.480466031735619	3	2	1	-7.15993607828386
"chr12"	74293	33535427	0.337808066665117	1638	0.0878186280776035	1.15206403283547	115574	0.392160554953623	3	2	1	-6.81951287213822
"chr12"	34831330	34841526	0.212924560890367	38	0.152664732750852	0.477744817686087	246	0.138966459994793	1	1	0	-7.04727474730422
"chr12"	34841536	34852706	0.375660379858868	27	0.0898584039672014	0.739953750290271	122	0.150220150959297	2	1	1	-6.80894844419086
"chr12"	37934018	38133693	0.257321284432922	40	0.152427366057007	0.690414971571554	302	0.399088493082392	3	2	1	-7.12498202292792
"chr12"	38133701	41992934	0.348569976324582	75	0.0672155816341301	1.12595804838607	9233	0.422330209409088	3	2	1	-6.76829427895231
"chr12"	42477189	42538340	0.166810895361838	30	0.0312928327147023	1.11083948892351	596	0.346585687922641	6	5	1	-6.99764466438099
"chr12"	42681954	53242641	0.345004642609414	623	0.0819725908710101	1.16532746530596	55532	0.356892980243121	3	2	1	-6.74358850526236
"chr12"	53342968	53343158	0.0373653919985103	19	0.0354766210802953	1.53742683258631	26	0.562972752448997	3	3	0	-6.7337223826993
"chr12"	53343493	133812682	0.345777949579122	2176	0.0785827435596501	1.16504875337224	265384	0.387740705365055	3	2	1	-6.80033555186591
"chr13"	19043210	19381046	0.238335393754087	16	0.11871674973089	0.817949580976136	327	0.379326180228241	4	3	1	-7.28543878447458
"chr13"	19520922	25670127	0.0742666486581209	276	0.0788734915417353	0.797126916362243	16339	0.291435633053102	2	2	0	-6.79566993914404
"chr13"	25670851	25671292	0.450332998074972	16	0.0287992332073848	1.01532578743152	56	0.0841131504458255	2	1	1	-7.84745074845848
"chr13"	25735795	52482429	0.0560851609572913	401	0.0498941501776024	0.795913230087708	54148	0.283333466398412	2	2	0	-6.87921676954872
"chr13"	52482736	52809355	0.143785358996861	10	0.17486467783848	0.796500291025219	2094	0.210099577276669	2	2	0	-6.88533799793711
"chr13"	53171317	61989540	0.0662038127115468	28	0.0479228187907031	0.786612309795036	3623	0.272436832159478	2	2	0	-6.86996575286095
"chr13"	63629976	65532178	0.198482923485529	9	0.0733827485024769	0.775085529514142	234	0.301071062407288	2	2	0	-8.46405848433146
"chr13"	65532930	115071390	0.0604221858492996	507	0.0649760470713411	0.789179158221893	51465	0.273909845560893	2	2	0	-7.20710229945934
"chr14"	19026324	19028390	0.199243580231191	14	0.156805962546422	0.556925257554171	71	0.123376830294513	5	4	1	-6.86006172919045
"chr14"	19028410	19890214	0.314205519066258	142	0.104792575918505	0.857882335541433	2841	0.324565038018655	2	1	1	-7.18275794825379
"chr14"	19945247	19945327	0.0285844877612806	9	0.0565702611311318	0.542573387427391	28	0.0792707169189642	4	4	0	-6.74157863938148
"chr14"	19961624	20400550	0.333106193786879	118	0.0911110366030018	0.773044139402551	2626	0.230158954152765	2	1	1	-7.12135525328619
"chr14"	20403703	106128535	0.434293916941765	2346	0.0680922896208174	0.812215372675148	228142	0.25841916197168	2	1	1	-6.86516964205981
"chr14"	106139172	106234725	0.236375356408106	15	0.129045654527307	0.952116574584857	353	0.350702023908878	4	3	1	-6.86964359741421
"chr14"	106251914	106791523	0.412382057808124	137	0.0691573802094972	0.902769543912988	2935	0.241229251351456	2	1	1	-6.79004129139217
"chr14"	106793306	107282973	0.318174720048241	119	0.0968823969154108	0.925302813592558	2771	0.264013736188041	3	2	1	-7.01342520300746
"chr15"	20083754	32917986	0.346367863920511	823	0.126371291294872	0.791538352886962	36198	0.254648039446216	2	1	1	-6.99455817041656
"chr15"	32931904	75541442	0.428877474935097	1480	0.0740755069861046	0.807177014356156	153692	0.257294893507793	2	1	1	-6.85175689963292
"chr15"	75561058	75630635	0.216574253934457	14	0.118462425071607	0.872965214229546	716	0.24770178733367	4	3	1	-7.04538208026582
"chr15"	75643759	78196749	0.434978897263636	104	0.0703382710012009	0.807040549714975	9091	0.267488062210039	2	1	1	-6.8291972850144
"chr15"	78200581	78202326	0.189627725836407	13	0.0727569716458631	0.629323448029279	27	0.117195480402534	6	5	1	-6.8658114860217
"chr15"	78202350	102254978	0.427274949667978	761	0.0833264969277792	0.804708710286174	63575	0.239800868571611	2	1	1	-6.83428584111403
"chr15"	102264304	102517868	0.352314876465595	60	0.12951048209219	0.833283939330333	1708	0.272482677005867	2	1	1	-6.83952805254191
"chr16"	61641	1278424	0.432697297510847	292	0.0854935266215854	0.830598249717003	12974	0.22225881445604	2	1	1	-6.7894587506795
"chr16"	1278744	1306377	0.260996246916167	28	0.107655308015515	0.834815436007348	230	0.216004604265704	4	3	1	-6.86578067371329
"chr16"	1311333	28177953	0.427936641912961	990	0.0763437351695838	0.816704925385468	89926	0.248053473598938	2	1	1	-6.77770724002633
"chr16"	28181340	33013664	0.359058243278241	238	0.129998627593747	0.836443826059724	33285	0.240691369765582	2	1	1	-6.83893260286159
"chr16"	33038015	33319413	0.238964575565168	33	0.115559098746184	0.894886974047179	439	0.315235473034845	4	3	1	-7.23213677673735
"chr16"	33372666	33975854	0.331127631883456	742	0.116623792975671	0.841536522664917	5060	0.309180196000665	2	1	1	-6.98096342462034
"chr16"	33975918	35279721	0.280725228697328	82	0.145649675294108	0.706197468026007	1893	0.292341602788313	2	1	1	-7.34575237191405
"chr16"	46386589	46658857	0.332603238353137	222	0.127592984171863	0.377835054504343	5826	0.13458282923879	1	1	0	-8.55524685840616
"chr16"	46697098	55794635	0.0900797959042115	108	0.0676671347220741	0.446405639542434	14936	0.150866541407082	1	1	0	-6.81225099427956
"chr16"	55807448	55854514	0.349700122387405	11	0.119827603436998	0.3390973782864	261	0.141368824368703	2	1	1	-7.80196454793916
"chr16"	55862605	90161231	0.100576871070931	1243	0.0860041499799998	0.453737654377186	89017	0.142305933506769	1	1	0	-6.73340935019944
"chr16"	90161578	90244501	0.257675995853313	13	0.153282711822272	0.584559767216539	161	0.219882274578723	2	1	1	-7.36953682472133
"chr17"	11837	5034048	0.101687742214013	411	0.0813542146593172	0.45949529355933	25445	0.134355220360858	1	1	0	-6.75758512054744
"chr17"	5036138	5036453	0.424532092280206	15	0.0676083257763843	0.556470885183104	30	0.088613334146198	2	1	1	-6.77586096034693
"chr17"	5037281	18303722	0.103010291725132	780	0.0862652456223497	0.448340009024161	53919	0.136697068413356	1	1	0	-6.79996719174127
"chr17"	18314830	18574872	0.333291272915522	27	0.148636519115643	0.533175992277885	1805	0.223608886640094	2	1	1	-7.40098706281799
"chr17"	18574998	18924188	0.139106596829332	49	0.10346926817071	0.472307057203049	2193	0.166267721700543	1	1	0	-6.83091327330676
"chr17"	18939455	20397331	0.355494651942674	47	0.0900950726130913	1.1296644573437	7123	0.363550293917516	3	2	1	-6.75890705350413
"chr17"	20397342	20489364	0.172963448794257	28	0.152440256317128	0.983822654986034	715	0.377259906760612	5	4	1	-6.94372538915859
"chr17"	20497412	21218463	0.399005072670729	234	0.0703770771003024	1.15826832980405	3575	0.44411041560028	4	2	2	-6.9186474164112
"chr17"	21221369	22066870	0.317101085368254	546	0.118739117304664	1.07682787316215	2990	0.400175933440652	3	2	1	-6.78788353431803
"chr17"	22067036	22261601	0.350940680632202	191	0.118654559738373	0.754272045681666	3048	0.167658162798544	2	1	1	-6.89207974376667
"chr17"	25263270	25327649	0.23411528544655	123	0.142854667235456	1.02232123522283	1310	0.309730288161402	4	3	1	-6.82874127344274
"chr17"	25327659	81083419	0.33546701282639	2499	0.0883688688199277	1.18350575676514	278424	0.376731377983883	3	2	1	-6.73727794425479
"chr18"	12976	215345	0.312612305029357	83	0.0977432888450769	0.702309962341131	2930	0.229541453803068	2	1	1	-7.30097918714525
"chr18"	218753	15330346	0.420718437773392	474	0.0745218491686478	0.812827197272072	28409	0.266921981091377	2	1	1	-6.75787353417512
"chr18"	18510944	18512238	0.303612587890923	69	0.104710148791877	0.46691194323718	277	0.138727332935004	3	2	1	-6.84953578274777
"chr18"	18512328	18520316	0.34922748498465	284	0.10860748306628	0.633349130015451	1909	0.10806742989044	3	2	1	-6.89094665063392
"chr18"	18529872	77997052	0.431550127172161	697	0.0654928595896819	0.802479415809129	79473	0.262058585903456	2	1	1	-6.99971869356727
"chr19"	107329	7512065	0.425323909563594	813	0.0821009833371469	0.831371675065947	48835	0.246682215266334	2	1	1	-6.78133395119609
"chr19"	7515546	7515890	0.231421202245929	12	0.164610743785747	0.573314590439263	60	0.126150430333972	5	4	1	-6.75794226946905
"chr19"	7516243	24015602	0.427203792027756	1491	0.0757514953867953	0.835657182397065	106719	0.251756626010102	2	1	1	-6.84509583280081
"chr19"	24364344	24614399	0.254217310762415	9	0.062422841261121	0.512108600584359	191	0.174891042567823	1	1	0	-9.20453926693615
"chr19"	27731890	27736733	0.377439816767134	85	0.102953481377422	0.57268187021603	1177	0.0820278644381011	2	1	1	-6.83708530795352
"chr19"	27736814	27868695	0.256333408997179	57	0.133345916542827	0.712284323496025	471	0.134512618821157	2	1	1	-7.49929159875638
"chr19"	29282465	56280399	0.424073141592932	2387	0.081895351399409	0.811294399474982	172256	0.233812824635965	2	1	1	-6.77843442238511
"chr19"	56280463	56284614	0.243407270782612	18	0.105171149029738	0.819658327187256	140	0.135663920902862	4	3	1	-6.81182189050634
"chr19"	56307583	59082639	0.43427149940579	250	0.0686213475044999	0.798644292249501	19173	0.221273731888265	2	1	1	-6.84454397643554
"chr20"	76962	18477614	0.435650766262494	578	0.0649767183343895	0.826529514203369	41130	0.26012244900268	2	1	1	-6.86358413823941
"chr20"	18480644	18480786	0.102125726390582	9	0.128429941991733	1.08335225923058	17	0.065547243851062	1	1	0	-6.74821783165392
"chr20"	18485551	25733466	0.435795420250563	212	0.0636828326510468	0.817529718524546	13922	0.263900382671534	2	1	1	-6.85180574853677
"chr20"	25733485	26318583	0.331419951880044	418	0.124625608359662	0.873045755814761	2291	0.389159566629119	3	2	1	-6.94340526398575
"chr20"	29447518	29847211	0.327975825949582	271	0.128515439130276	0.855223669045661	1659	0.303187150516398	2	1	1	-6.95785256229671
"chr20"	29847618	46523592	0.435092713891833	564	0.0648284717176622	0.831335695051018	67989	0.238107592061501	2	1	1	-6.88806912475874
"chr20"	47132121	47132281	0.218182495023787	14	0.133008881798783	0.854595464921469	37	0.128717145725049	5	4	1	-6.73718732323506
"chr20"	47132292	62607160	0.434296108574293	493	0.0803919176277181	0.844023818929738	46639	0.258543211539403	2	1	1	-6.93380287957324
"chr20"	62609670	62928410	0.342522241785512	30	0.14053713052952	0.844437704409808	2500	0.272782743332976	2	1	1	-6.86002054930491
"chr21"	9426943	10906293	0.31179881278502	371	0.135473687793996	0.894604037721318	3630	0.39083203008585	2	1	1	-7.06283066496236
"chr21"	10906360	11186722	0.31159632236006	311	0.135971014455725	0.990352804015499	2529	0.481094104361535	3	2	1	-6.78665314240967
"chr21"	14353059	15352253	0.29800516052099	114	0.110893575957471	1.10253247664	1659	0.659565901918328	3	2	1	-6.83504434445284
"chr21"	15399864	48118743	0.342088384398572	1127	0.0817294844358432	1.15156425463459	84048	0.42066796979399	3	2	1	-6.80762871033736
"chr22"	16065536	16906815	0.329616842694267	150	0.123921470406627	0.893734262352354	2114	0.333279004559793	2	1	1	-6.99475959621844
"chr22"	16914700	43045695	0.338596506205954	1636	0.0946057966154857	1.1644655001454	141938	0.357995321971526	3	2	1	-6.7613007226453
"chr22"	43088463	51220938	0.266782183385503	581	0.0819333062592991	1.04111658667894	32921	0.315025887306183	3	2	1	-7.90970229682207
"chrX"	200424	57313357	0.416424967954879	645	0.0857741283989808	0.874610469719001	115358	0.291799132838145	2	1	1	-8.15148788935767
"chrX"	57318907	58581860	0.359299917158813	105	0.12334450102889	0.711356591254938	3642	0.325020046032803	2	1	1	-6.95890322690394
"chrX"	61682360	65175487	0.31398040500869	191	0.124241675748661	0.750934754327079	8337	0.269439556366827	2	1	1	-7.25711472693456
"chrX"	65241768	155227607	0.409855178643205	926	0.0906724054818874	0.860083170831765	168039	0.26602639151505	2	1	1	-8.21789208644599
"chrY"	150424	10043134	0.362879939586532	214	0.113699632083109	0.935587197653138	3857	0.351757561214682	2	1	1	-7.58315900776932
"chrY"	13140492	13868460	0.286491499722458	535	0.128123752591618	0.784579392626063	7015	0.297515399810476	2	1	1	-7.23168970653564
"chrY"	13868481	59356910	0.294184974008462	368	0.128887415956271	0.945960469127157	3132	0.343767812306618	2	1	1	-10.0586966721123
